,Name,Year,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS
,Name,Year,Control,Power,Consuming,Knowledge,Information,Surveillance,Security,Money Wealth,Change,Progress,Community,Empowerment,Decoration,Escape,Symbolism,Globalisation,Mobility,Visibility,Fun
53,Home_2000,2000,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.5
54,Neighbourhood_2000,2000,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0
55,Spot_2000,2000,0.0,0.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.8,0.5
56,Capital_2000,2000,0.0,1.0,0.6,0.0,0.7,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.7,0.0,0.4,0.5,0.5,1.0,0.5
57,Parallel_2000,2000,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
58,Exit_2001,2001,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
59,Ground_2001,2001,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
60,Passing_2001,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,Setting_2001,2001,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Still_2001,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,Building_2001,2001,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.7,0.3,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0
64,Expo_2001,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.5,0.7,0.0,0.0,0.0,0.0,0.8,0.4
65,Flux_2001,2001,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.7,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
66,Intersection_2001,2001,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.6,0.0
67,Two Sixty Four_2001,2001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,Domicile_2002,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,1.0,0.1
69,Park _2002,2002,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.6,0.0
70,Gate_2002,2002,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0
71,Mezzanine_2002,2002,1.0,0.0,0.4,0.0,0.5,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.7
72,Quarter_2002,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.7,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
73,Terrace_2002,2002,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Tube_2002,2002,0.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.6,0.2,0.0,0.0,1.0,0.5,0.0
75,Intermezzo_2003,2003,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
76,Info_2003,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.3,0.0,0.0,0.0,0.5,0.7,0.0
77,Tour_2003,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.8,1.0,0.5,0.0
78,Midi_2003,2003,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
79,Lille_2003,2003,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0
80,Metro_2003,2003,0.7,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
81,Etage_2003,2003,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0
82,Platform_2003,2003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8,0.0,0.0,0.0,0.7,1.0,1.0,1.0,0.0
83,Habitat_2003,2003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0
84,Annex_2003,2003,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
85,Column_2003,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
86,Crop_2003,2003,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5
87,Focus_2003,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
88,Grid_2003,2003,0.0,0.0,0.7,0.0,0.0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Lobby_2003,2003,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
90,Model_2003,2003,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,Plateau_2003,2003,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
92,Prospect_2004,2004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.8,0.0
93,Nexus_2004,2004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0
94,Level_2004,2004,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8,0.5,0.8,0.0,0.0,1.0,0.2
95,Gazette_2004,2004,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0
96,Plan_2004,2004,1.0,0.3,0.0,0.0,0.3,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Frame_2004,2004,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,1.0,0.0
98,Section_2004,2004,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,1.0,0.0
99,Facet_2004,2004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.7,0.0,0.0,1.0,0.0
100,Class_2004,2004,0.3,0.6,0.0,1.0,1.0,0.0,0.0,0.2,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
101,Panorama_2004,2004,0.3,0.8,0.4,0.0,0.0,0.0,0.5,0.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102,Sequence_2004,2004,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Palace_2004,2004,1.0,1.0,0.0,0.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
104,Link_2004,2004,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0
105,Gallery_2004,2004,0.3,0.4,0.4,0.0,0.0,0.5,0.8,0.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
106,Front_2004,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Canvas_2004,2004,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
108,Match_2004,2004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
109,Scene_2004,2004,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0
110,Module_2004,2004,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Zone_2004,2004,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Loop_2005,2005,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
113,Enterprise_2005,2005,0.0,0.4,1.0,0.0,0.5,0.0,0.0,0.8,0.0,0.3,0.2,0.0,0.0,0.3,0.3,0.1,0.0,0.8,0.0
114,Display_2005,2005,0.5,0.5,0.8,0.0,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.2,0.5,0.5,1.0,0.8,0.0
115,Enclave_2005,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.8,0.8,0.8,1.0,0.0,0.0,0.5,0.5
116,Domain_2005,2005,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.3
117,Room_2005,2005,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.5,0.0,0.0,0.0,0.8,0.8
118,Core_2005,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.5,0.5,0.0,0.0,0.0,0.8,0.8
119,Palette_2005,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.5,0.0,0.0,0.0,0.8,0.5
120,Queue_2005,2005,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.3,0.0,0.2,0.0,0.5,1.0,0.0
121,Unit_2005,2005,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
122,Reservoir_2005,2005,0.8,0.0,0.5,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5
123,Image_2005,2005,0.0,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.4
124,Regime_2005,2005,0.8,0.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.3,1.0,0.0,0.5,0.0,0.0,0.5,0.0
125,Border_2005,2005,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.7,0.7,0.0,0.8,0.0,1.0,0.0,0.0,0.7,0.0
126,Storey_2005,2005,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.3,0.0,0.0,1.0,0.5
127,Circle_2006,2006,0.5,0.5,0.0,0.5,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0
128,Memo_2006,2006,0.5,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.2,0.0,0.5,0.0,0.0,0.5,0.0
129,Contact_2006,2006,0.5,0.5,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0
130,Collage_2006,2006,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.5,0.0
131,Filter_2006,2006,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.0
132,Corner_2006,2006,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.3,0.0,0.2,0.0
133,Bloom_2006,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.8,0.0,0.0,0.9,0.2
134,Fringe_2006,2006,0.5,0.0,0.2,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0
135,Array_2006,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.7,0.7
136,Cycle_2006,2006,1.0,0.0,0.3,0.0,0.0,0.2,0.6,0.0,0.0,0.7,0.0,0.4,0.0,0.0,0.2,0.6,1.0,0.5,0.0
137,Interlude_2006,2006,0.8,0.8,0.6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.8,0.0,0.4,0.6,0.0,0.8,0.0
138,Studio_2006,2006,1.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.5,0.2,0.0,1.0,0.0,0.6,0.4,0.0,0.8,0.0
139,Arcade_2006,2006,1.0,0.5,1.0,0.0,0.5,0.7,0.0,1.0,0.0,0.3,0.3,0.0,0.5,0.0,0.5,0.8,0.0,1.0,0.3
140,Mirage_2006,2006,0.1,1.0,0.8,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.8,1.0,0.0,1.0,1.0
141,Sector_2006,2006,0.5,0.5,0.0,0.5,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0
142,Entrance_2006,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.3
143,Square_2006,2006,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,1.0,0.8,0.0
144,Screen_2006,2006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,0.2,0.0,0.0,0.4,0.8
145,Network_2006,2006,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,0.0,0.5,0.5,0.0
146,Presence_2006,2006,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
147,Exposure_2007,2007,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.2,1.0,0.5
148,Base_2007,2007,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.7,0.0,0.3,0.0,0.7,0.7
149,Center_2007,2007,0.8,0.8,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,Access_2007,2007,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0
151,Aperture_2007,2007,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
152,Detail_2007,2007,1.0,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,1.0,0.7
